Domaine	Title	Text	Tag	URL
france	TRANSPORTS EN COMMUN : QUELLES LIGNES SERONT EN TRAVAUX CET ÉTÉ EN ÎLE-DE-FRANCE ?	S'assurant «déterminé», François-Marie Didier avait en effet envisagé de déposer un recours devant le Conseil constitutionnel lundi dernier après qu'un autre candidat sans étiquette – Jean-Damien de Sinzogan – a concouru dimanche au premier tour de cette élection législative exceptionnelle en affichant trompeusement le soutien de LREM.	GRAND PARIS	https://www.cnews.fr/france/2021-06-02/transports-en-commun-quelles-lignes-seront-en-travaux-cet-ete-en-ile-de-france
france	UN DISQUE DUR DU MINISTÈRE DE L'INTÉRIEUR A DISPARU, MARLÈNE SCHIAPPA PORTE PLAINTE	Arrivé en troisième position dans la 15e circonscription de Paris avec 18,52 % des voix, François-Marie Didier – qui n'accède pas au second tour opposant Lamia El Aaraje (PS) et Danielle Simonnet (LFI) – estime sans doute qu'il aurait pu obtenir plusieurs centaines de voix en plus, en l'absence de candidats LREM, MoDem ou RN, si Jean-Damien de Sinzogan n'avait pas utilisé frauduleusement le logo du parti présidentiel.	POLITIQUE	https://www.cnews.fr/france/2021-06-02/un-disque-dur-du-ministere-de-linterieur-disparu-marlene-schiappa-porte-plainte
france	POLICIER BLESSÉ DANS LA LOIRE : UN DEUXIÈME SUSPECT ÉCROUÉ	De son côté, Jean-Damien de Sinzogan assure ce vendredi 4 juin dans Le Parisien «ne pas être un faux candidat» et «s'être présenté dans le formes». «Je suis adhérent d’En Marche depuis janvier [...] Le parti n’ayant pas investi de candidat dans cette circonscription, je ne suis même pas dissident», s'est-il ainsi exprimé dans le quotidien. Et loi le lui permet, puisqu'elle autorise le recours à «nom d'usage».	FAITS DIVERS	https://www.cnews.fr/france/2021-06-02/policier-blesse-dans-la-loire-un-deuxieme-suspect-ecroue-1081764
videos	DÉPLACEMENT DANS LE LOT : EMMANUEL MACRON LANCE SON TOUR DES RÉGIONS	"«Il y a matière pour faire annuler ce scrutin», a ainsi de son côté fait savoir François-Marie Didier, qui a expliqué cette semaine être en train d'étudier le sujet avec ses conseils. «On ne peut pas accepter de ""faux candidats"" dans une élection importante comme une législative», a-t-il ajouté."	POLITIQUE	https://www.cnews.fr/videos/france/2021-06-02/deplacement-dans-le-lot-emmanuel-macron-lance-son-tour-des-regions-1088350
france	CORONAVIRUS : MOINS D’UNE PERSONNE OBÈSE SUR DEUX EST VACCINÉE	Pourtant inconnu du grand public, Jean-Damien de Sinzogan a en effet récolté 516 voix, soit 4,4 % des suffrages exprimés. Et ce, alors qu'à peine 300 voix séparent François-Marie Didier de la candidate Insoumise Danielle Simonnet, qui – elle – accède au second de cette élection, qui doit se tenir ce dimanche 6 juin.	PANDÉMIE	https://www.cnews.fr/france/2021-06-02/coronavirus-moins-dune-personne-obese-sur-deux-est-vaccinee-1088386
france	HAUT-RHIN : UN ESCAPE GAME OÙ L'ON DOIT S'ÉCHAPPER D'UN CAMP NAZI CRÉE LA POLÉMIQUE	Tantôt monarchiste en se présentant comme «Jean de Bourbon», tantôt pro Emmanuel Macron soutenu par La République En Marche, ce candidat fait figure de «candidat clown», selon François-Marie Didier. 	HISTOIRE	https://www.cnews.fr/france/2021-06-02/haut-rhin-un-escape-game-ou-lon-doit-sechapper-dun-camp-nazi-cree-la-polemique
france	ATTENTAT DU 14 JUILLET 2016 À NICE : LE PROCÈS SE TIENDRA EN 2022 DEVANT LA COUR D'ASSISES SPÉCIALE DE PARIS	Une candidature loufoque qui n'est pas passée inaperçue et est même remontée jusqu'aux oreilles du parti présidentiel, qui a assuré avoir été débouté après avoir formé un référé devant le tribunal administratif. «Cette utilisation du logo comme il apparaît sur la photo et le bulletin de vote sont totalement frauduleuses», avait d'ailleurs prévenu la section parisienne de LREM.	TERRORISME	https://www.cnews.fr/france/2021-06-02/attentat-du-14-juillet-2016-nice-le-proces-se-tiendra-en-2022-devant-la-cour
france	BOUCHES-DU-RHÔNE : LE MASQUE N'EST PLUS OBLIGATOIRE SUR LES PLAGES	«Dans le contexte difficile que connaît notre pays, c'est un mépris des électeurs et des autres candidats qui font campagne sur le terrain depuis quatre mois. Je souhaite qu'une telle situation ne se reproduise plus», a conclu François-Marie Didier.	PANDÉMIE	https://www.cnews.fr/france/2021-06-02/bouches-du-rhone-le-masque-nest-plus-obligatoire-sur-les-plages-1088404
france	SNCF : RÉDUCTIONS, CONDITIONS...TOUT CE QU'IL FAUT SAVOIR SUR LA CARTE DE RÉDUCTION COMMUNE	Informé, le ministère de l'Intérieur – chargé de la bonne organisation des élections en France – a communiqué à son tour. «Il appartiendra au juge des élections de déterminer si cela a pu influer sur le résultat du scrutin, et s'il y a lieu d'annuler le scrutin», a expliqué la place Beauvau.	VOYAGE	https://www.cnews.fr/france/2021-06-02/sncf-reductions-conditionstout-ce-quil-faut-savoir-sur-la-carte-de-reduction
france	ADO POIGNARDÉ À REIMS : DEUX COLLÉGIENS EN GARDE À VUE	Pour rappel, cette élection législative partielle – initialement prévue les 4 et 11 avril et reportée aux 30 mai et 6 juin – a été exceptionnellement organisée dans le 20e arrondissement pour remplacer la députée socialiste George Pau-Langevin dans le 15e circonscription de Paris, devenue il y a peu adjointe de la Défenseure des Droits.	FAITS DIVERS	https://www.cnews.fr/france/2021-06-02/ado-poignarde-reims-deux-collegiens-en-garde-vue-1088395
france	LYON : ILS DEMANDENT À UNE VOITURE DE RALENTIR, LE CONDUCTEUR LES FRAPPE À COUPS DE COUTEAU	Alors que la France a annoncé avoir trouvé un accord avec le Maroc au sujet du rapatriement des mineurs isolés marocains, présents en nombre dans la capitale, l'accompagnement de ces jeunes reste une problématique sur le territoire.	FAITS DIVERS	https://www.cnews.fr/france/2021-06-02/lyon-ils-demandent-une-voiture-de-ralentir-le-conducteur-les-frappe-coups-de
france	AFFAIRE DE L'ARBITRAGE CRÉDIT LYONNAIS : 5 ANS AVEC SURSIS REQUIS EN APPEL CONTRE BERNARD TAPIE	Le roi du Maroc a récemment espéré «régler définitivement» le problème des mineurs marocains en situation irrégulière présents sur le territoire français, et en plus grand nombre, à Paris. Cette semaine, le ministère des Affaires étrangères a même souligné la «volonté commune» du Maroc et de la France de «traiter au mieux cette question difficile».	JUSTICE	https://www.cnews.fr/france/2021-06-02/affaire-de-larbitrage-credit-lyonnais-5-ans-avec-sursis-requis-en-appel-contre
france	NICE : DES PARENTS SE BATTENT POUR SOIGNER LEUR FILLETTE VICTIME D’UN AVC À LA NAISSANCE	Dans un «esprit de confiance et de partenariat» selon le Quai d'Orsay, les deux pays souhaitent travailler main dans la main pour trouver une solution pérenne. De son côté, le Maroc a salué la «coopération modèle» avec la France, avec un dialogue «basé sur le respect mutuel». Mais la réalité du terrain est toute autre.	SOLIDARITÉ	https://www.cnews.fr/france/2021-06-02/nice-des-parents-se-battent-pour-soigner-leur-fillette-victime-dun-avc-la
france	HAUTES-ALPES : UN FORCENÉ TUÉ PAR LE GIGN	Difficile à approcher, ces jeunes en déshérence font peu confiance aux inconnus, et ne souhaitent que très rarement entrer dans un système de prise en charge et d'aide à l'enfance. L'été dernier, un campement d'une centaine de ces mineurs – originaires du Maroc certes, mais aussi d'Algérie, du Mali ou encore de Côte d'Ivoire – avait été installé près de la place de la République.	FAITS DIVERS	https://www.cnews.fr/france/2021-06-02/hautes-alpes-un-forcene-tue-par-le-gign-1088332
france	VALÉRIE PÉCRESSE : «IL FAUT AUTORISER LE RECOURS À L'INTELLIGENCE ARTIFICIELLE» DANS LES TRANSPORTS EN COMMUN	L'association Médecins sans frontière (MSF) avait alors dénoncé «l'indifférence des pouvoir publics», alors que le campement était resté plus de trois semaines, sans que personne ne propose de solution pérenne, notamment en termes d'hébergement. Pourtant, la loi est claire à ce sujet en France : toute personne mineure – étrangère ou non – doit être protégée.	SÉCURITÉ	https://www.cnews.fr/france/2021-06-02/valerie-pecresse-il-faut-autoriser-le-recours-lintelligence-artificielle-dans-les
videos	PASS SANITAIRE : RESTAURANTS, RASSEMBLEMENTS… TOUT CE QU’IL FAUT SAVOIR	Et cette protection revient aux départements, dont la compétence est de les accompagner jusqu’au rendu d’une décision judiciaire définitive sur leur situation. Celle-ci doit comprendre, selon MSF, «un hébergement adapté à leur vulnérabilité ainsi qu’un accompagnement éducatif, sanitaire et social».	CORONAVIRUS	https://www.cnews.fr/videos/france/2021-06-02/pass-sanitaire-restaurants-rassemblementstout-ce-quil-faut-savoir-1076400
france	ARDÈCHE : UN HOMME «DANGEREUX» RECHERCHÉ APRÈS AVOIR TUÉ SON PÈRE ET GRIÈVEMENT BLESSÉ SA MÈRE	Mais il est parfois trop tard, et de la Goutte d'Or (18e), au nord de la capitale, jusqu'aux quartiers chic du Trocadéro (16e), ces jeunes se retrouvent à la rue, où ils sont obligés de devenir de petits délinquants pour s'en sortir ou tombent dans la drogue. C'est d'ailleurs ce que décrit un récit du Monde publié ce vendredi 4 juin, qui relate comment une équipe de pédo-psychiatre de l'hôpital Debré à Paris tente de «réparer ces enfants».	FAITS DIVERS	https://www.cnews.fr/france/2021-06-02/ardeche-un-homme-dangereux-recherche-apres-avoir-tue-son-pere-et-grievement-blesse
monde	A 8 ANS, IL VEND SES CARTES POKÉMON POUR SAUVER SON CHIEN	Souvent accros à un anxiolytique puissant, commercialisé sous le nom de Rivotril, dont l'utilisation à long terme présente un risque de dépendance très élevé, certains peinent en effet à décrocher. «L’idée est de se substituer à leur dealeur et de les ramener petit à petit vers le droit commun», explique au Monde la psychiatre Emmanuelle Peyret, cheffe d'une unité spécialisée en addictologie des enfants.	ILE-DE-FRANCE	https://www.cnews.fr/monde/2021-06-05/8-ans-il-vend-ses-cartes-pokemon-pour-sauver-son-chien-1089386
monde	LE NIGÉRIA SUSPEND TWITTER POUR UNE DURÉE «INDÉTERMINÉE»	Un constat également réalisé par les élus de terrain. Il y a plus de 6 mois, le maire du 18e arrondissement de Paris, Eric Lejoindre, avait écrit au gouvernement pour réclamer notamment la création «de structures sur mesure pour accompagner ces jeunes et les extraire d'un milieu qui les détruit».	CORONAVIRUS	https://www.cnews.fr/monde/2021-06-05/le-nigeria-suspend-twitter-pour-une-duree-indeterminee-1089362
monde	DIRECT - CORONAVIRUS : RECORD DE 600.000 DOSES ADMINISTRÉES EN 24 HEURES EN ITALIE	Déterminé à obtenir l'aide de l'Etat, Eric Lejoindre avait alerté les ministres de la Santé, de l'Intérieur, et de la Justice sur cette question. «Nous faisons face depuis maintenant 4 ans à la présence de jeunes étrangers isolés poly-toxicomanes et délinquants ayant fait de La Goutte d'Or leur territoire», avait-il déploré dans ce courrier, plaidant pour «la mise en place de dispositifs de soins renforcés [...] désormais indispensables». 	CORONAVIRUS	https://www.cnews.fr/monde/2021-06-05/direct-coronavirus-record-de-600000-doses-administrees-en-24-heures-en-italie
monde	CAMILLE ROMAIN DES BOSCS : «DES MILLIONS DE PERSONNES SOUFFRENT DE LA FAIM À CAUSE DU RÉCHAUFFEMENT CLIMATIQUE»	Plusieurs mois plus tard, force est de constater que ces structures, pourtant indispensables, n'ont toujours pas vu le jour. Du côté de la municipalité parisienne, qui assure que «l'accueil et l’accompagnement des mineurs non accompagnés (MNA) est une priorité», on souligne qu'un nouvel appel à projet sera lancé, alors qu'un premier – désormais clos – vise à la création d’un abri de nuit collectif d’environ 12 places.	FAITS DIVERS	https://www.cnews.fr/monde/2021-06-05/camille-romain-des-boscs-des-millions-de-personnes-souffrent-de-la-faim-cause-du
monde	DONALD TRUMP SUSPENDU DE FACEBOOK POUR DEUX ANS	Dans le royaume des huiles végétales, elle est la reine. Hydratante, apaisante, fortifiante... L’huile de ricin est utilisée depuis des millénaires pour ses multiples bienfaits pour la peau, les cheveux, les cils ou encore les ongles.	POLITIQUE	https://www.cnews.fr/monde/2021-06-04/donald-trump-suspendu-de-facebook-pour-deux-ans-1089296
monde	ALGÉRIE : IL FAIT LE BUZZ EN SE CONSTRUISANT UNE «MAISON TOUR EIFFEL»	Originaire d'Afrique tropicale, l’huile de ricin permet notamment de nettoyer, d’hydrater et de nourrir en profondeur et durablement la peau, y compris les zones particulièrement sèches. Riche en vitamine E et acides gras, qui stimulent la production de collagène, elle est également idéale pour traiter les cernes et réduire les rides (appliquez quelques gouttes d'huile sous vos yeux puis massez avec des mouvements circulaires).	VIOLENCE	https://www.cnews.fr/monde/2021-06-04/algerie-il-fait-le-buzz-en-se-construisant-une-maison-tour-eiffel-1089281
monde	IL VOLE 591 TICKETS À GRATTER, AUCUN N'EST GAGNANT	Ce soin de beauté naturel est d'autre part incontournable pour soigner les longueurs abîmées, lutter contre la chute de cheveux et booster la repousse. Il est conseillé de l’utiliser en masque une à deux fois par semaine. Après l’avoir appliquée directement sur le cuir chevelu, massez l’huile du bout des doigt pour stimuler la micro-circulation, laissez poser entre 30 minutes et une nuit complète selon vos besoins, puis rincez soigneusement.	SOCIÉTÉ	https://www.cnews.fr/monde/2021-06-04/il-vole-591-tickets-gratter-aucun-nest-gagnant-1089203
monde	LA FUTURE MARIÉE MEURT LE JOUR DU MARIAGE, IL ÉPOUSE LA SOEUR	En application régulière, à l’aide d’une brosse à mascara ou d’un coton-tige, l’huile de ricin a également le pouvoir de renforcer et de densifier les sourcils et les cils en stimulant le follicule pileux. Elle est aussi un bon allié pour favoriser la pousse des poils de la barbe et combler les trous.	ECONOMIE	https://www.cnews.fr/monde/2021-06-04/la-future-mariee-meurt-le-jour-du-mariage-il-epouse-la-soeur-1089155
monde	SE LEVER DE BONNE HEURE RÉDUIT LES RISQUES DE DÉPRESSION, SELON UNE ÉTUDE	Extraite de graines de la plante vivace herbacée appelé Ricinus communis, cette huile visqueuse légèrement jaunâtre, est aussi reconnue pour ses propriétés anti-inflammatoires. En plus d’être antimicrobien, son principe actif, l’acide ricinoléïque, va agir sur les douleurs articulaires et musculaires (mains, genoux, chevilles, dos…). Après avoir imbibé un morceau de flanelle d’huile de ricin, préalablement chauffée quelques secondes au micro-ondes, posez-le sur la zone à traiter durant environ 30 minutes, ou plus si nécessaire.	BAROMÈTRE CNEWS/OPINIONWAY	https://www.cnews.fr/monde/2021-06-04/se-lever-de-bonne-heure-reduit-les-risques-de-depression-selon-une-etude-1088287
monde	L'ARMÉE AMÉRICAINE ADMET AVOIR TUÉ 23 CIVILS EN 2020, UN BILAN SOUS-ESTIMÉ SELON LES ONG	L’huile de ricin est enfin une solution efficace pour lutter contre les ongles mous et cassants, qui sont souvent perçus comme le signe d’une carence en vitamines ou en zinc. Après avoir repoussé délicatement les cuticules, petites peaux du contour de l’ongle, appliquez une goutte d’huile de ricin sur chaque ongle et massez avec des mouvements circulaires. Grâce à ses vertus antibactériennes, elle constitue aussi un ingrédient de choix pour prévenir et traiter les mycoses des ongles (onychomycose).	SANTE	https://www.cnews.fr/monde/2021-06-03/larmee-americaine-admet-avoir-tue-23-civils-en-2020-un-bilan-sous-estime-selon-les
monde	GRÈCE : DES CANONS SONORES POUR ÉLOIGNER LES MIGRANTS POSENT QUESTION	Alors que le beau temps semblait s'être installé dans la région, l'Île-de-France est touchée par des inondations depuis quelques jours en Seine-et-Marne, et par d'importants épisodes d'orages et de pluies ce vendredi. Qu'en est-il pour les prochains jours ?	SOCIÉTÉ	https://www.cnews.fr/monde/2021-06-03/grece-des-canons-sonores-pour-eloigner-les-migrants-posent-question-1088889
